date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:14	39895/39895	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:16:28%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_popover.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_popover.html	(from http://www.w3schools.com/bootstrap/)
10:45:15	35199/35199	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:46:17%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_scrollspy.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_scrollspy.html	(from http://www.w3schools.com/bootstrap/)
10:45:16	33657/33657	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:10:13%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_tab.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_tab.html	(from http://www.w3schools.com/bootstrap/)
10:45:18	6469/6469	---M--	200	added ('OK')	image/png	etag:%22c5f2234182d2cf1:0%22	http://www.w3schools.com/bootstrap/bs.png	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bs.png	(from http://www.w3schools.com/bootstrap/)
10:45:19	7230/7230	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:57:57%20GMT	http://www.w3schools.com/bootstrap/tryit.asp?filename=trybs_default&stacked=h	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/tryit689b.html	(from http://www.w3schools.com/bootstrap/)
10:45:20	39133/39133	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:34:28%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_tooltip.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_tooltip.html	(from http://www.w3schools.com/bootstrap/)
10:45:20	3235/3235	---M--	200	added ('OK')	image/gif	etag:%2296ad478671ecf1:0%22	http://www.w3schools.com/images/colorpicker.gif	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/images/colorpicker.gif	(from http://www.w3schools.com/bootstrap/)
10:45:20	1860/1860	---M--	200	added ('OK')	image/gif	etag:%2221638653cbacf1:0%22	http://www.w3schools.com/images/w3schoolscom_gray.gif	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/images/w3schoolscom_gray.gif	(from http://www.w3schools.com/bootstrap/)
10:45:21	30948/30948	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b1f6132f654d11:0%22	http://www.w3schools.com/lib/w3schools_footer.js	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/lib/w3schools_footer.js	(from http://www.w3schools.com/bootstrap/)
10:45:21	9724/9724	---M--	200	added ('OK')	application/octet-stream	etag:%2203417d2c86fd11:0%22	http://www.w3schools.com/lib/fonts/fontawesome.eot?14663396	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/lib/fonts/fontawesome8deb.eot	(from http://www.w3schools.com/stdtheme.css)
